G, (-32,22);(-8,34);(16,36);(40,36);(56,36)
B, (-36,10);(-56,15);(-56,20);(-56,25);(-56,30)
O, (32,-1);(1,0);(46,3)
O, (-12,9);(-1,-11);(-9,24)
T, (35,7);(-42,-6);(37,27);(-55,7);(41,-22);(37,-7);(-30,5);(10,8)
A, (33,20);(40,30);(-35,27);(-42,16);(-30,11);(22,16);(10,32);(-11,4)
O, (22,18);(-5,19);(8,7)
O, (35,31);(15,24);(12,-2)
A, (-20,-5);(6,15);(29,29);(18,-9);(30,-14);(49,14)
B, (-23,-4);(-36,6);(-49,16);(-56,26);(-56,36)
O, (43,7);(-18,-5);(-51,20)
T, (-13,1);(57,-13);(1,-3);(4,11);(-53,30);(-51,10);(43,-14);(-39,17)
T, (-3,-10);(-30,19);(-55,8);(-18,-6);(56,21);(-40,8)
O, (-9,30);(-8,-2);(20,22)
T, (4,34);(7,-15);(5,-1);(44,-10);(-36,-5);(38,16)
A, (-42,23);(-30,31);(-37,-14);(-47,-15)
B, (-41,15);(-23,3);(-5,-9);(13,-15);(31,-15);(49,-15);(56,-15)
G, (-6,9);(-24,17);(-42,25);(-56,33);(-56,36)
B, (39,0);(29,-12);(19,-15);(9,-15);(-1,-15);(-11,-15);(-21,-15);(-31,-15)
O, (41,19);(41,34);(18,-7)
G, (-15,-12);(-34,-15);(-53,-15);(-56,-15)
O, (25,31);(-46,-8);(-36,4)
T, (-2,20);(12,15);(-35,-9);(50,36);(-18,12);(55,22)
B, (-21,-5);(0,4);(21,13);(42,22);(56,31);(56,36)
B, (-42,17);(-56,10);(-56,3);(-56,-4);(-56,-11);(-56,-15)
O, (18,-11);(43,23);(38,10)
O, (-30,-14)
B, (-14,32);(-30,36);(-46,36);(-56,36)
O, (-30,19);(53,15);(-34,33)
A, (44,32);(-12,33);(41,-3);(28,25);(21,19);(-51,31)
A, (8,-9);(14,5);(-32,-10);(34,1);(39,-15);(30,26)
G, (55,2);(43,-10);(31,-15);(19,-15);(7,-15);(-5,-15)
A, (-22,12);(-12,-15);(51,-1);(33,21);(-23,-14);(40,27);(-44,14)
B, (-50,25);(-31,10);(-12,-5);(7,-15);(26,-15);(45,-15)
O, (-33,-3);(-20,14);(-7,23)
O, (-37,8);(-20,13);(52,5)
T, (-2,-11);(7,1);(17,21);(1,15);(-32,31);(-54,3)
A, (11,-4);(-24,15);(-43,28);(-50,4)
A, (8,-6);(25,-7);(5,-13);(-44,25);(51,25);(33,20)
G, (54,3);(35,-9);(16,-15);(-3,-15);(-22,-15);(-41,-15);(-56,-15)
G, (34,-12);(23,-15);(12,-15);(1,-15);(-10,-15);(-21,-15)
A, (-9,-8);(-28,34);(36,24);(16,15);(5,32);(20,-5)
A, (-38,29);(27,8);(43,-6);(1,-15)
B, (5,31);(22,22);(39,13);(56,4);(56,-5);(56,-14)
O, (6,6);(23,6);(9,34)
T, (52,-9);(33,18);(-7,12);(25,5);(-37,25);(39,-1);(-18,21);(38,-17)
A, (10,36);(28,36);(-1,19);(-42,21)
B, (55,-5);(56,5);(56,15);(56,25);(56,35)
B, (36,-8);(24,-1);(12,6);(0,13);(-12,20);(-24,27)
G, (-8,-1);(-24,8);(-40,17);(-56,26);(-56,35)
B, (5,7);(-9,-3);(-23,-13);(-37,-15);(-51,-15);(-56,-15)
B, (-17,-5);(-34,-15);(-51,-15);(-56,-15)
T, (14,26);(-51,28);(38,7);(7,0);(-7,-4);(35,-7)
G, (-45,13);(-55,5);(-56,-3);(-56,-11);(-56,-15)
A, (-17,-5);(-12,34);(51,22);(7,-5);(-15,13);(45,-14)
B, (-35,5);(-49,14);(-56,23);(-56,32);(-56,36)
A, (43,-1);(-28,24);(-6,-14);(-10,35);(-5,5);(-31,25)
T, (-36,31);(57,27);(37,25);(48,15);(-14,35);(8,33)
B, (-35,14);(-53,9);(-56,4);(-56,-1);(-56,-6);(-56,-11);(-56,-15)
G, (32,31);(17,25);(2,19);(-13,13);(-28,7);(-43,1)
T, (32,34);(-21,-12);(10,-3);(9,35);(-2,-13);(50,25)
