T, (-39,15);(-14,4);(-57,7);(-58,-12);(42,33);(26,-5)
A, (28,-11);(21,10);(33,25);(-51,-6)
T, (-13,0);(41,-8);(46,40);(6,30);(-36,31);(6,3)
G, (9,0);(27,7);(45,14);(60,21)
O, (55,24);(46,36);(19,-3)
O, (24,8)
G, (34,23);(9,35);(-16,40);(-41,40);(-60,40)
O, (-28,24);(8,1);(30,-5)
B, (-38,18);(-14,3);(10,-12);(34,-15);(58,-15);(60,-15)
B, (-34,8);(-19,19);(-4,30);(11,40)
T, (36,17);(-10,-13);(51,13);(-55,39)
B, (28,22);(45,31);(60,40)
T, (-8,-1);(-34,23);(-37,7);(7,-5);(37,5);(-23,0)
O, (43,19);(-52,-1);(43,34)
G, (-35,26);(-10,21);(15,16);(40,11);(60,6);(60,1);(60,-4);(60,-9)
A, (-36,34);(-47,22);(-52,25);(-51,-8);(-14,31);(-16,-5)
O, (-14,19);(-39,13);(36,25)
G, (17,7);(35,14);(53,21);(60,28);(60,35)
T, (-26,23);(-4,12);(-51,35);(59,17)
G, (32,10);(52,3);(60,-4);(60,-11);(60,-15)
T, (-57,-14);(-12,14);(49,-3);(35,0);(-51,33);(-23,1)
A, (-40,10);(4,20);(-16,8);(-47,31);(44,-6);(-38,-11)
B, (-23,39);(1,40);(25,40);(49,40);(60,40)
G, (-52,8);(-36,21);(-20,34);(-4,40)
T, (-44,37);(-20,38);(-28,-7);(59,7)
A, (52,-1);(17,11);(-52,11);(35,28);(33,-12);(-41,35);(-18,28);(1,0)
T, (30,-6);(29,24);(-18,8);(45,15);(-39,12);(31,9)
O, (28,40);(-11,3);(37,25)
G, (-44,-7);(-25,1);(-6,9);(13,17)
B, (38,-9);(20,5);(2,19);(-16,33);(-34,40);(-52,40);(-60,40)
A, (44,33);(59,29);(45,27);(56,0);(-38,14)
O, (-17,-9);(-55,9);(38,-12)
A, (-35,-10);(53,10);(10,9);(41,27)
T, (-1,-11);(56,19);(10,20);(41,-3);(23,13);(-3,28)
O, (55,-2);(-42,33);(19,10)
A, (35,-4);(-16,19);(55,-3);(41,29);(-1,-10)
A, (36,5);(3,23);(-12,20);(-1,37);(0,-11)
O, (37,-6);(-43,6);(-19,-13)
O, (44,16);(26,22);(-44,3)
B, (24,20);(0,32);(-24,40);(-48,40);(-60,40)
T, (50,24);(-58,28);(-57,-8);(-31,0);(12,-4);(26,9)
G, (-10,19);(-27,8);(-44,-3);(-60,-14)
G, (47,34);(60,40)
T, (30,15);(22,2);(31,40);(-54,23);(22,28);(-38,28)
B, (-18,16);(6,8);(30,0);(54,-8);(60,-15)
O, (-33,-8);(19,18);(51,14)
B, (48,3);(60,14);(60,25);(60,36);(60,40)
O, (-32,-1);(-22,37);(52,-4)
O, (-42,25);(6,13);(-6,40)
T, (-46,-9);(34,21);(19,20);(-8,2);(-44,23);(4,-6)
G, (-49,36);(-60,40)
T, (-14,-13);(-3,16);(45,9);(8,4);(47,-7);(-6,0)
G, (60,-5);(60,5);(60,15);(60,25)
A, (55,37);(10,12);(-21,31);(38,3);(-28,-14);(35,-12);(43,35);(50,28)
G, (-22,-13);(-1,-15);(20,-15);(41,-15);(60,-15)
B, (53,8);(43,19);(33,30);(23,40);(13,40);(3,40)
T, (-2,36);(30,5);(-8,17);(19,27);(-49,-15);(-55,-1)
B, (42,34);(60,40)
B, (40,-14);(57,-9);(60,-4);(60,1);(60,6);(60,11)
O, (17,23);(54,23);(28,-1)
T, (-14,39);(50,-13);(29,4);(34,20)
G, (-12,3);(-30,16);(-48,29);(-60,40)
G, (22,-3);(33,-12);(44,-15);(55,-15);(60,-15)
