G, (42,20);(30,5);(18,-10);(6,-15);(-6,-15);(-18,-15);(-30,-15);(-42,-15)
O, (26,-7);(-44,-2);(12,-11)
O, (-3,16);(30,31);(20,-4)
G, (18,-5);(-4,-12);(-26,-15);(-48,-15);(-52,-15)
O, (26,-14);(-34,13);(13,26)
G, (7,4);(30,9);(52,14);(52,19);(52,24);(52,29);(52,32)
A, (-11,-2);(-12,2);(-25,7);(-16,9);(9,28);(-52,27);(-37,0)
T, (-15,-4);(-52,-4);(-37,-5);(10,20);(-27,5);(-19,30)
O, (-11,1);(32,-11);(6,-11)
T, (19,35);(48,30);(-1,36);(3,21);(-35,31);(18,20)
A, (28,24);(47,24);(-15,7);(28,-8);(-25,-13);(-22,-3)
O, (-28,24);(17,-9);(-42,-4)
B, (13,-3);(26,10);(39,23);(52,32)
T, (-52,17);(34,-3);(-6,-12);(41,27);(27,20);(-23,-15)
G, (-9,10);(3,24);(15,32);(27,32)
G, (-48,0);(-52,14);(-52,28);(-52,32)
G, (-8,9);(6,14);(20,19);(34,24);(48,29);(52,32)
A, (8,13);(-27,2);(-5,0);(40,-6);(-16,17);(-8,2);(1,3)
O, (-31,23);(-49,16);(-34,2)
A, (34,-9);(-31,-12);(14,14);(-39,29);(46,-11)
T, (-8,28);(38,28);(52,21);(19,6);(29,-5);(1,16)
A, (14,-1);(25,-3);(48,2);(21,-6)
B, (20,16);(-2,8);(-24,0);(-46,-8);(-52,-15)
A, (49,15);(-51,27);(-18,-2);(29,-5);(28,12);(17,-8)
T, (-46,-2);(20,-5);(38,31);(33,2);(24,14);(-2,-13)
O, (-29,5);(15,7);(-11,-2)
T, (-17,10);(-5,37);(-28,32);(-9,-2);(-14,25);(37,31)
O, (20,-5);(9,8);(-23,23)
A, (32,22);(18,-11);(-12,-15);(41,18);(-10,3);(-10,10);(36,23)
G, (31,20);(16,12);(1,4);(-14,-4);(-29,-12);(-44,-15);(-52,-15)
B, (40,-3);(17,-11);(-6,-15);(-29,-15);(-52,-15)
